"Kod";"Nazwa";"Wiek";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1436012;"Kazanów (2)";"ogółem";"kobiety";"2020";2191;"osoba";"";
1436022;"Policzna (2)";"ogółem";"ogółem";"2020";5419;"osoba";"";
1436022;"Policzna (2)";"ogółem";"mężczyźni";"2020";2740;"osoba";"";
1436022;"Policzna (2)";"ogółem";"kobiety";"2020";2679;"osoba";"";
1436032;"Przyłęk (2)";"ogółem";"ogółem";"2020";6082;"osoba";"";
1436032;"Przyłęk (2)";"ogółem";"mężczyźni";"2020";3027;"osoba";"";
1436032;"Przyłęk (2)";"ogółem";"kobiety";"2020";3055;"osoba";"";
1436042;"Tczów (2)";"ogółem";"ogółem";"2020";4874;"osoba";"";
1436042;"Tczów (2)";"ogółem";"mężczyźni";"2020";2457;"osoba";"";
1436042;"Tczów (2)";"ogółem";"kobiety";"2020";2417;"osoba";"";
1436053;"Zwoleń (3)";"ogółem";"ogółem";"2020";15025;"osoba";"";
1436053;"Zwoleń (3)";"ogółem";"mężczyźni";"2020";7350;"osoba";"";
1436053;"Zwoleń (3)";"ogółem";"kobiety";"2020";7675;"osoba";"";
1437013;"Bieżuń (3)";"ogółem";"ogółem";"2020";4903;"osoba";"";
1437013;"Bieżuń (3)";"ogółem";"mężczyźni";"2020";2454;"osoba";"";
1437013;"Bieżuń (3)";"ogółem";"kobiety";"2020";2449;"osoba";"";
1437022;"Kuczbork-Osada (2)";"ogółem";"ogółem";"2020";4691;"osoba";"";
1437022;"Kuczbork-Osada (2)";"ogółem";"mężczyźni";"2020";2311;"osoba";"";
1437022;"Kuczbork-Osada (2)";"ogółem";"kobiety";"2020";2380;"osoba";"";
1437033;"Lubowidz (3)";"ogółem";"ogółem";"2020";6796;"osoba";"";
1437033;"Lubowidz (3)";"ogółem";"mężczyźni";"2020";3314;"osoba";"";
1437033;"Lubowidz (3)";"ogółem";"kobiety";"2020";3482;"osoba";"";
1437042;"Lutocin (2)";"ogółem";"ogółem";"2020";4197;"osoba";"";
1437042;"Lutocin (2)";"ogółem";"mężczyźni";"2020";2128;"osoba";"";
1437042;"Lutocin (2)";"ogółem";"kobiety";"2020";2069;"osoba";"";
1437052;"Siemiątkowo (2)";"ogółem";"ogółem";"2020";3426;"osoba";"";
1437052;"Siemiątkowo (2)";"ogółem";"mężczyźni";"2020";1718;"osoba";"";
1437052;"Siemiątkowo (2)";"ogółem";"kobiety";"2020";1708;"osoba";"";
1437063;"Żuromin (3)";"ogółem";"ogółem";"2020";14189;"osoba";"";
1437063;"Żuromin (3)";"ogółem";"mężczyźni";"2020";6926;"osoba";"";
1437063;"Żuromin (3)";"ogółem";"kobiety";"2020";7263;"osoba";"";
1438011;"Żyrardów (1)";"ogółem";"ogółem";"2020";39550;"osoba";"";
1438011;"Żyrardów (1)";"ogółem";"mężczyźni";"2020";18528;"osoba";"";
1438011;"Żyrardów (1)";"ogółem";"kobiety";"2020";21022;"osoba";"";
1438023;"Mszczonów (3)";"ogółem";"ogółem";"2020";11440;"osoba";"";
1438023;"Mszczonów (3)";"ogółem";"mężczyźni";"2020";5450;"osoba";"";
1438023;"Mszczonów (3)";"ogółem";"kobiety";"2020";5990;"osoba";"";
1438032;"Puszcza Mariańska (2)";"ogółem";"ogółem";"2020";8673;"osoba";"";
1438032;"Puszcza Mariańska (2)";"ogółem";"mężczyźni";"2020";4251;"osoba";"";
1438032;"Puszcza Mariańska (2)";"ogółem";"kobiety";"2020";4422;"osoba";"";
1438042;"Radziejowice (2)";"ogółem";"ogółem";"2020";5854;"osoba";"";
1438042;"Radziejowice (2)";"ogółem";"mężczyźni";"2020";2866;"osoba";"";
1438042;"Radziejowice (2)";"ogółem";"kobiety";"2020";2988;"osoba";"";
1438052;"Wiskitki (2)";"ogółem";"ogółem";"2020";9853;"osoba";"";
1438052;"Wiskitki (2)";"ogółem";"mężczyźni";"2020";4939;"osoba";"";
1438052;"Wiskitki (2)";"ogółem";"kobiety";"2020";4914;"osoba";"";
1461011;"Ostrołęka (1)";"ogółem";"ogółem";"2020";51656;"osoba";"";
1461011;"Ostrołęka (1)";"ogółem";"mężczyźni";"2020";24604;"osoba";"";
1461011;"Ostrołęka (1)";"ogółem";"kobiety";"2020";27052;"osoba";"";
1462011;"Płock (1)";"ogółem";"ogółem";"2020";118268;"osoba";"";
1462011;"Płock (1)";"ogółem";"mężczyźni";"2020";55665;"osoba";"";
1462011;"Płock (1)";"ogółem";"kobiety";"2020";62603;"osoba";"";
1463011;"Radom (1)";"ogółem";"ogółem";"2020";209296;"osoba";"";
1463011;"Radom (1)";"ogółem";"mężczyźni";"2020";99114;"osoba";"";
1463011;"Radom (1)";"ogółem";"kobiety";"2020";110182;"osoba";"";
1464011;"Siedlce (1)";"ogółem";"ogółem";"2020";77813;"osoba";"";
1464011;"Siedlce (1)";"ogółem";"mężczyźni";"2020";36780;"osoba";"";
1464011;"Siedlce (1)";"ogółem";"kobiety";"2020";41033;"osoba";"";
1465011;"M.st.Warszawa od 2002 (1)";"ogółem";"ogółem";"2020";1794166;"osoba";"";
1465011;"M.st.Warszawa od 2002 (1)";"ogółem";"mężczyźni";"2020";826783;"osoba";"";
1465011;"M.st.Warszawa od 2002 (1)";"ogółem";"kobiety";"2020";967383;"osoba";"";
1601011;"Brzeg (1)";"ogółem";"ogółem";"2020";35226;"osoba";"";
1601011;"Brzeg (1)";"ogółem";"mężczyźni";"2020";16707;"osoba";"";
1601011;"Brzeg (1)";"ogółem";"kobiety";"2020";18519;"osoba";"";
1601022;"Skarbimierz (2)";"ogółem";"ogółem";"2020";8357;"osoba";"";
1601022;"Skarbimierz (2)";"ogółem";"mężczyźni";"2020";4198;"osoba";"";
1601022;"Skarbimierz (2)";"ogółem";"kobiety";"2020";4159;"osoba";"";
1601033;"Grodków (3)";"ogółem";"ogółem";"2020";18984;"osoba";"";
1601033;"Grodków (3)";"ogółem";"mężczyźni";"2020";9317;"osoba";"";
1601033;"Grodków (3)";"ogółem";"kobiety";"2020";9667;"osoba";"";
1601043;"Lewin Brzeski (3)";"ogółem";"ogółem";"2020";12844;"osoba";"";
1601043;"Lewin Brzeski (3)";"ogółem";"mężczyźni";"2020";6303;"osoba";"";
1601043;"Lewin Brzeski (3)";"ogółem";"kobiety";"2020";6541;"osoba";"";
1601052;"Lubsza (2)";"ogółem";"ogółem";"2020";8997;"osoba";"";
1601052;"Lubsza (2)";"ogółem";"mężczyźni";"2020";4503;"osoba";"";
1601052;"Lubsza (2)";"ogółem";"kobiety";"2020";4494;"osoba";"";
1601062;"Olszanka (2)";"ogółem";"ogółem";"2020";4874;"osoba";"";
1601062;"Olszanka (2)";"ogółem";"mężczyźni";"2020";2458;"osoba";"";
1601062;"Olszanka (2)";"ogółem";"kobiety";"2020";2416;"osoba";"";
1602013;"Baborów (3)";"ogółem";"ogółem";"2020";5901;"osoba";"";
1602013;"Baborów (3)";"ogółem";"mężczyźni";"2020";2886;"osoba";"";
1602013;"Baborów (3)";"ogółem";"kobiety";"2020";3015;"osoba";"";
1602022;"Branice (2)";"ogółem";"ogółem";"2020";6363;"osoba";"";
1602022;"Branice (2)";"ogółem";"mężczyźni";"2020";3127;"osoba";"";
1602022;"Branice (2)";"ogółem";"kobiety";"2020";3236;"osoba";"";
1602033;"Głubczyce (3)";"ogółem";"ogółem";"2020";22029;"osoba";"";
1602033;"Głubczyce (3)";"ogółem";"mężczyźni";"2020";10706;"osoba";"";
1602033;"Głubczyce (3)";"ogółem";"kobiety";"2020";11323;"osoba";"";
1602043;"Kietrz (3)";"ogółem";"ogółem";"2020";10722;"osoba";"";
1602043;"Kietrz (3)";"ogółem";"mężczyźni";"2020";5247;"osoba";"";
1602043;"Kietrz (3)";"ogółem";"kobiety";"2020";5475;"osoba";"";
1603011;"Kędzierzyn-Koźle (1)";"ogółem";"ogółem";"2020";60021;"osoba";"";
1603011;"Kędzierzyn-Koźle (1)";"ogółem";"mężczyźni";"2020";28803;"osoba";"";
1603011;"Kędzierzyn-Koźle (1)";"ogółem";"kobiety";"2020";31218;"osoba";"";
1603022;"Bierawa (2)";"ogółem";"ogółem";"2020";7895;"osoba";"";
1603022;"Bierawa (2)";"ogółem";"mężczyźni";"2020";3797;"osoba";"";
1603022;"Bierawa (2)";"ogółem";"kobiety";"2020";4098;"osoba";"";
1603032;"Cisek (2)";"ogółem";"ogółem";"2020";5553;"osoba";"";
1603032;"Cisek (2)";"ogółem";"mężczyźni";"2020";2689;"osoba";"";
1603032;"Cisek (2)";"ogółem";"kobiety";"2020";2864;"osoba";"";
1603042;"Pawłowiczki (2)";"ogółem";"ogółem";"2020";7277;"osoba";"";
1603042;"Pawłowiczki (2)";"ogółem";"mężczyźni";"2020";3598;"osoba";"";
1603042;"Pawłowiczki (2)";"ogółem";"kobiety";"2020";3679;"osoba";"";
1603052;"Polska Cerekiew (2)";"ogółem";"ogółem";"2020";3956;"osoba";"";
1603052;"Polska Cerekiew (2)";"ogółem";"mężczyźni";"2020";1911;"osoba";"";
1603052;"Polska Cerekiew (2)";"ogółem";"kobiety";"2020";2045;"osoba";"";
1603062;"Reńska Wieś (2)";"ogółem";"ogółem";"2020";8299;"osoba";"";
1603062;"Reńska Wieś (2)";"ogółem";"mężczyźni";"2020";4018;"osoba";"";
1603062;"Reńska Wieś (2)";"ogółem";"kobiety";"2020";4281;"osoba";"";
1604013;"Byczyna (3)";"ogółem";"ogółem";"2020";9170;"osoba";"";
1604013;"Byczyna (3)";"ogółem";"mężczyźni";"2020";4523;"osoba";"";
1604013;"Byczyna (3)";"ogółem";"kobiety";"2020";4647;"osoba";"";
1604023;"Kluczbork (3)";"ogółem";"ogółem";"2020";35724;"osoba";"";
1604023;"Kluczbork (3)";"ogółem";"mężczyźni";"2020";17154;"osoba";"";
1604023;"Kluczbork (3)";"ogółem";"kobiety";"2020";18570;"osoba";"";
1604032;"Lasowice Wielkie (2)";"ogółem";"ogółem";"2020";6803;"osoba";"";
1604032;"Lasowice Wielkie (2)";"ogółem";"mężczyźni";"2020";3300;"osoba";"";
1604032;"Lasowice Wielkie (2)";"ogółem";"kobiety";"2020";3503;"osoba";"";
1604043;"Wołczyn (3)";"ogółem";"ogółem";"2020";13329;"osoba";"";
1604043;"Wołczyn (3)";"ogółem";"mężczyźni";"2020";6670;"osoba";"";
1604043;"Wołczyn (3)";"ogółem";"kobiety";"2020";6659;"osoba";"";
1605013;"Gogolin (3)";"ogółem";"ogółem";"2020";12628;"osoba";"";
1605013;"Gogolin (3)";"ogółem";"mężczyźni";"2020";6088;"osoba";"";
1605013;"Gogolin (3)";"ogółem";"kobiety";"2020";6540;"osoba";"";
1605023;"Krapkowice (3)";"ogółem";"ogółem";"2020";22337;"osoba";"";
1605023;"Krapkowice (3)";"ogółem";"mężczyźni";"2020";10737;"osoba";"";
1605023;"Krapkowice (3)";"ogółem";"kobiety";"2020";11600;"osoba";"";
1605032;"Strzeleczki (2)";"ogółem";"ogółem";"2020";7341;"osoba";"";
1605032;"Strzeleczki (2)";"ogółem";"mężczyźni";"2020";3524;"osoba";"";
1605032;"Strzeleczki (2)";"ogółem";"kobiety";"2020";3817;"osoba";"";
1605042;"Walce (2)";"ogółem";"ogółem";"2020";5374;"osoba";"";
1605042;"Walce (2)";"ogółem";"mężczyźni";"2020";2575;"osoba";"";
1605042;"Walce (2)";"ogółem";"kobiety";"2020";2799;"osoba";"";
1605053;"Zdzieszowice (3)";"ogółem";"ogółem";"2020";15516;"osoba";"";
1605053;"Zdzieszowice (3)";"ogółem";"mężczyźni";"2020";7632;"osoba";"";
1605053;"Zdzieszowice (3)";"ogółem";"kobiety";"2020";7884;"osoba";"";
1606012;"Domaszowice (2)";"ogółem";"ogółem";"2020";3573;"osoba";"";
1606012;"Domaszowice (2)";"ogółem";"mężczyźni";"2020";1733;"osoba";"";
1606012;"Domaszowice (2)";"ogółem";"kobiety";"2020";1840;"osoba";"";
1606023;"Namysłów (3)";"ogółem";"ogółem";"2020";26210;"osoba";"";
1606023;"Namysłów (3)";"ogółem";"mężczyźni";"2020";12669;"osoba";"";
1606023;"Namysłów (3)";"ogółem";"kobiety";"2020";13541;"osoba";"";
1606032;"Pokój (2)";"ogółem";"ogółem";"2020";5144;"osoba";"";
1606032;"Pokój (2)";"ogółem";"mężczyźni";"2020";2508;"osoba";"";
1606032;"Pokój (2)";"ogółem";"kobiety";"2020";2636;"osoba";"";
1606042;"Świerczów (2)";"ogółem";"ogółem";"2020";3259;"osoba";"";
1606042;"Świerczów (2)";"ogółem";"mężczyźni";"2020";1640;"osoba";"";
1606042;"Świerczów (2)";"ogółem";"kobiety";"2020";1619;"osoba";"";
1606052;"Wilków (2)";"ogółem";"ogółem";"2020";4357;"osoba";"";
1606052;"Wilków (2)";"ogółem";"mężczyźni";"2020";2226;"osoba";"";
1606052;"Wilków (2)";"ogółem";"kobiety";"2020";2131;"osoba";"";
1607013;"Głuchołazy (3)";"ogółem";"ogółem";"2020";23413;"osoba";"";
1607013;"Głuchołazy (3)";"ogółem";"mężczyźni";"2020";11362;"osoba";"";
1607013;"Głuchołazy (3)";"ogółem";"kobiety";"2020";12051;"osoba";"";
1607022;"Kamiennik (2)";"ogółem";"ogółem";"2020";3407;"osoba";"";
1607022;"Kamiennik (2)";"ogółem";"mężczyźni";"2020";1700;"osoba";"";
1607022;"Kamiennik (2)";"ogółem";"kobiety";"2020";1707;"osoba";"";
1607033;"Korfantów (3)";"ogółem";"ogółem";"2020";8639;"osoba";"";
1607033;"Korfantów (3)";"ogółem";"mężczyźni";"2020";4287;"osoba";"";
1607033;"Korfantów (3)";"ogółem";"kobiety";"2020";4352;"osoba";"";
1607042;"Łambinowice (2)";"ogółem";"ogółem";"2020";7388;"osoba";"";
1607042;"Łambinowice (2)";"ogółem";"mężczyźni";"2020";3589;"osoba";"";
1607042;"Łambinowice (2)";"ogółem";"kobiety";"2020";3799;"osoba";"";
1607053;"Nysa (3)";"ogółem";"ogółem";"2020";56573;"osoba";"";
1607053;"Nysa (3)";"ogółem";"mężczyźni";"2020";27112;"osoba";"";
1607053;"Nysa (3)";"ogółem";"kobiety";"2020";29461;"osoba";"";
1607063;"Otmuchów (3)";"ogółem";"ogółem";"2020";13355;"osoba";"";
1607063;"Otmuchów (3)";"ogółem";"mężczyźni";"2020";6494;"osoba";"";
1607063;"Otmuchów (3)";"ogółem";"kobiety";"2020";6861;"osoba";"";
1607073;"Paczków (3)";"ogółem";"ogółem";"2020";12429;"osoba";"";
1607073;"Paczków (3)";"ogółem";"mężczyźni";"2020";6154;"osoba";"";
1607073;"Paczków (3)";"ogółem";"kobiety";"2020";6275;"osoba";"";
1607082;"Pakosławice (2)";"ogółem";"ogółem";"2020";3496;"osoba";"";
1607082;"Pakosławice (2)";"ogółem";"mężczyźni";"2020";1757;"osoba";"";
1607082;"Pakosławice (2)";"ogółem";"kobiety";"2020";1739;"osoba";"";
1607092;"Skoroszyce (2)";"ogółem";"ogółem";"2020";6164;"osoba";"";
1607092;"Skoroszyce (2)";"ogółem";"mężczyźni";"2020";3070;"osoba";"";
1607092;"Skoroszyce (2)";"ogółem";"kobiety";"2020";3094;"osoba";"";
1608013;"Dobrodzień (3)";"ogółem";"ogółem";"2020";9737;"osoba";"";
1608013;"Dobrodzień (3)";"ogółem";"mężczyźni";"2020";4669;"osoba";"";
1608013;"Dobrodzień (3)";"ogółem";"kobiety";"2020";5068;"osoba";"";
1608023;"Gorzów Śląski (3)";"ogółem";"ogółem";"2020";7108;"osoba";"";
1608023;"Gorzów Śląski (3)";"ogółem";"mężczyźni";"2020";3489;"osoba";"";
1608023;"Gorzów Śląski (3)";"ogółem";"kobiety";"2020";3619;"osoba";"";
1608033;"Olesno (3)";"ogółem";"ogółem";"2020";17640;"osoba";"";
1608033;"Olesno (3)";"ogółem";"mężczyźni";"2020";8496;"osoba";"";
1608033;"Olesno (3)";"ogółem";"kobiety";"2020";9144;"osoba";"";
1608043;"Praszka (3)";"ogółem";"ogółem";"2020";13374;"osoba";"";
1608043;"Praszka (3)";"ogółem";"mężczyźni";"2020";6551;"osoba";"";
1608043;"Praszka (3)";"ogółem";"kobiety";"2020";6823;"osoba";"";
1608052;"Radłów (2)";"ogółem";"ogółem";"2020";4238;"osoba";"";
1608052;"Radłów (2)";"ogółem";"mężczyźni";"2020";2053;"osoba";"";
1608052;"Radłów (2)";"ogółem";"kobiety";"2020";2185;"osoba";"";
1608062;"Rudniki (2)";"ogółem";"ogółem";"2020";8082;"osoba";"";
1608062;"Rudniki (2)";"ogółem";"mężczyźni";"2020";3984;"osoba";"";
1608062;"Rudniki (2)";"ogółem";"kobiety";"2020";4098;"osoba";"";
1608072;"Zębowice (2)";"ogółem";"ogółem";"2020";3609;"osoba";"";
1608072;"Zębowice (2)";"ogółem";"mężczyźni";"2020";1830;"osoba";"";
1608072;"Zębowice (2)";"ogółem";"kobiety";"2020";1779;"osoba";"";
1609012;"Chrząstowice (2)";"ogółem";"ogółem";"2020";6961;"osoba";"";
1609012;"Chrząstowice (2)";"ogółem";"mężczyźni";"2020";3405;"osoba";"";
1609012;"Chrząstowice (2)";"ogółem";"kobiety";"2020";3556;"osoba";"";
1609022;"Dąbrowa (2)";"ogółem";"ogółem";"2020";8252;"osoba";"";
1609022;"Dąbrowa (2)";"ogółem";"mężczyźni";"2020";4052;"osoba";"";
1609022;"Dąbrowa (2)";"ogółem";"kobiety";"2020";4200;"osoba";"";
1609032;"Dobrzeń Wielki (2)";"ogółem";"ogółem";"2020";9523;"osoba";"";
1609032;"Dobrzeń Wielki (2)";"ogółem";"mężczyźni";"2020";4619;"osoba";"";
1609032;"Dobrzeń Wielki (2)";"ogółem";"kobiety";"2020";4904;"osoba";"";
1609042;"Komprachcice (2)";"ogółem";"ogółem";"2020";9111;"osoba";"";
1609042;"Komprachcice (2)";"ogółem";"mężczyźni";"2020";4210;"osoba";"";
1609042;"Komprachcice (2)";"ogółem";"kobiety";"2020";4901;"osoba";"";
1609052;"Łubniany (2)";"ogółem";"ogółem";"2020";9938;"osoba";"";
1609052;"Łubniany (2)";"ogółem";"mężczyźni";"2020";4807;"osoba";"";
1609052;"Łubniany (2)";"ogółem";"kobiety";"2020";5131;"osoba";"";
1609062;"Murów (2)";"ogółem";"ogółem";"2020";5277;"osoba";"";
1609062;"Murów (2)";"ogółem";"mężczyźni";"2020";2572;"osoba";"";
1609062;"Murów (2)";"ogółem";"kobiety";"2020";2705;"osoba";"";
1609073;"Niemodlin (3)";"ogółem";"ogółem";"2020";13117;"osoba";"";
1609073;"Niemodlin (3)";"ogółem";"mężczyźni";"2020";6515;"osoba";"";
1609073;"Niemodlin (3)";"ogółem";"kobiety";"2020";6602;"osoba";"";
1609083;"Ozimek (3)";"ogółem";"ogółem";"2020";19449;"osoba";"";
1609083;"Ozimek (3)";"ogółem";"mężczyźni";"2020";9418;"osoba";"";
1609083;"Ozimek (3)";"ogółem";"kobiety";"2020";10031;"osoba";"";
1609092;"Popielów (2)";"ogółem";"ogółem";"2020";7969;"osoba";"";
1609092;"Popielów (2)";"ogółem";"mężczyźni";"2020";3822;"osoba";"";
1609092;"Popielów (2)";"ogółem";"kobiety";"2020";4147;"osoba";"";
1609103;"Prószków (3)";"ogółem";"ogółem";"2020";9079;"osoba";"";
1609103;"Prószków (3)";"ogółem";"mężczyźni";"2020";4309;"osoba";"";
1609103;"Prószków (3)";"ogółem";"kobiety";"2020";4770;"osoba";"";
1609112;"Tarnów Opolski (2)";"ogółem";"ogółem";"2020";9632;"osoba";"";
1609112;"Tarnów Opolski (2)";"ogółem";"mężczyźni";"2020";4649;"osoba";"";
1609112;"Tarnów Opolski (2)";"ogółem";"kobiety";"2020";4983;"osoba";"";
1609123;"Tułowice (3)";"ogółem";"ogółem";"2020";5195;"osoba";"";
1609123;"Tułowice (3)";"ogółem";"mężczyźni";"2020";2532;"osoba";"";
1609123;"Tułowice (3)";"ogółem";"kobiety";"2020";2663;"osoba";"";
1609132;"Turawa (2)";"ogółem";"ogółem";"2020";10029;"osoba";"";
1609132;"Turawa (2)";"ogółem";"mężczyźni";"2020";4849;"osoba";"";
1609132;"Turawa (2)";"ogółem";"kobiety";"2020";5180;"osoba";"";
1610013;"Biała (3)";"ogółem";"ogółem";"2020";10544;"osoba";"";
1610013;"Biała (3)";"ogółem";"mężczyźni";"2020";5041;"osoba";"";
1610013;"Biała (3)";"ogółem";"kobiety";"2020";5503;"osoba";"";
1610023;"Głogówek (3)";"ogółem";"ogółem";"2020";13138;"osoba";"";
1610023;"Głogówek (3)";"ogółem";"mężczyźni";"2020";6436;"osoba";"";
1610023;"Głogówek (3)";"ogółem";"kobiety";"2020";6702;"osoba";"";
1610032;"Lubrza (2)";"ogółem";"ogółem";"2020";4283;"osoba";"";
1610032;"Lubrza (2)";"ogółem";"mężczyźni";"2020";2080;"osoba";"";
1610032;"Lubrza (2)";"ogółem";"kobiety";"2020";2203;"osoba";"";
1610043;"Prudnik (3)";"ogółem";"ogółem";"2020";26800;"osoba";"";
1610043;"Prudnik (3)";"ogółem";"mężczyźni";"2020";12781;"osoba";"";
1610043;"Prudnik (3)";"ogółem";"kobiety";"2020";14019;"osoba";"";
1611012;"Izbicko (2)";"ogółem";"ogółem";"2020";5413;"osoba";"";
1611012;"Izbicko (2)";"ogółem";"mężczyźni";"2020";2599;"osoba";"";
1611012;"Izbicko (2)";"ogółem";"kobiety";"2020";2814;"osoba";"";
1611022;"Jemielnica (2)";"ogółem";"ogółem";"2020";7224;"osoba";"";
1611022;"Jemielnica (2)";"ogółem";"mężczyźni";"2020";3557;"osoba";"";
1611022;"Jemielnica (2)";"ogółem";"kobiety";"2020";3667;"osoba";"";
1611033;"Kolonowskie (3)";"ogółem";"ogółem";"2020";5863;"osoba";"";
1611033;"Kolonowskie (3)";"ogółem";"mężczyźni";"2020";2849;"osoba";"";
1611033;"Kolonowskie (3)";"ogółem";"kobiety";"2020";3014;"osoba";"";
1611043;"Leśnica (3)";"ogółem";"ogółem";"2020";7522;"osoba";"";
1611043;"Leśnica (3)";"ogółem";"mężczyźni";"2020";3669;"osoba";"";
1611043;"Leśnica (3)";"ogółem";"kobiety";"2020";3853;"osoba";"";
1611053;"Strzelce Opolskie (3)";"ogółem";"ogółem";"2020";30269;"osoba";"";
1611053;"Strzelce Opolskie (3)";"ogółem";"mężczyźni";"2020";14677;"osoba";"";
1611053;"Strzelce Opolskie (3)";"ogółem";"kobiety";"2020";15592;"osoba";"";
1611063;"Ujazd (3)";"ogółem";"ogółem";"2020";6426;"osoba";"";
1611063;"Ujazd (3)";"ogółem";"mężczyźni";"2020";3148;"osoba";"";
1611063;"Ujazd (3)";"ogółem";"kobiety";"2020";3278;"osoba";"";
1611073;"Zawadzkie (3)";"ogółem";"ogółem";"2020";11206;"osoba";"";
1611073;"Zawadzkie (3)";"ogółem";"mężczyźni";"2020";5484;"osoba";"";
1611073;"Zawadzkie (3)";"ogółem";"kobiety";"2020";5722;"osoba";"";
1661011;"Opole (1)";"ogółem";"ogółem";"2020";127839;"osoba";"";
1661011;"Opole (1)";"ogółem";"mężczyźni";"2020";60111;"osoba";"";
1661011;"Opole (1)";"ogółem";"kobiety";"2020";67728;"osoba";"";
1801032;"Czarna (2)";"ogółem";"ogółem";"2020";2378;"osoba";"";
1801032;"Czarna (2)";"ogółem";"mężczyźni";"2020";1184;"osoba";"";
1801032;"Czarna (2)";"ogółem";"kobiety";"2020";1194;"osoba";"";
1801052;"Lutowiska (2)";"ogółem";"ogółem";"2020";2037;"osoba";"";
1801052;"Lutowiska (2)";"ogółem";"mężczyźni";"2020";1022;"osoba";"";
1801052;"Lutowiska (2)";"ogółem";"kobiety";"2020";1015;"osoba";"";
1801083;"Ustrzyki Dolne (3)";"ogółem";"ogółem";"2020";17074;"osoba";"";
1801083;"Ustrzyki Dolne (3)";"ogółem";"mężczyźni";"2020";8382;"osoba";"";
1801083;"Ustrzyki Dolne (3)";"ogółem";"kobiety";"2020";8692;"osoba";"";
1802013;"Brzozów (3)";"ogółem";"ogółem";"2020";26553;"osoba";"";
1802013;"Brzozów (3)";"ogółem";"mężczyźni";"2020";13052;"osoba";"";
1802013;"Brzozów (3)";"ogółem";"kobiety";"2020";13501;"osoba";"";
1802022;"Domaradz (2)";"ogółem";"ogółem";"2020";6055;"osoba";"";
1802022;"Domaradz (2)";"ogółem";"mężczyźni";"2020";3034;"osoba";"";
1802022;"Domaradz (2)";"ogółem";"kobiety";"2020";3021;"osoba";"";
1802032;"Dydnia (2)";"ogółem";"ogółem";"2020";7886;"osoba";"";
1802032;"Dydnia (2)";"ogółem";"mężczyźni";"2020";3984;"osoba";"";
1802032;"Dydnia (2)";"ogółem";"kobiety";"2020";3902;"osoba";"";
1802042;"Haczów (2)";"ogółem";"ogółem";"2020";9114;"osoba";"";
1802042;"Haczów (2)";"ogółem";"mężczyźni";"2020";4518;"osoba";"";
1802042;"Haczów (2)";"ogółem";"kobiety";"2020";4596;"osoba";"";
1802052;"Jasienica Rosielna (2)";"ogółem";"ogółem";"2020";7853;"osoba";"";
1802052;"Jasienica Rosielna (2)";"ogółem";"mężczyźni";"2020";3834;"osoba";"";
1802052;"Jasienica Rosielna (2)";"ogółem";"kobiety";"2020";4019;"osoba";"";
1802062;"Nozdrzec (2)";"ogółem";"ogółem";"2020";7912;"osoba";"";
1802062;"Nozdrzec (2)";"ogółem";"mężczyźni";"2020";3915;"osoba";"";
1802062;"Nozdrzec (2)";"ogółem";"kobiety";"2020";3997;"osoba";"";
1803011;"Dębica (1)";"ogółem";"ogółem";"2020";45189;"osoba";"";
1803011;"Dębica (1)";"ogółem";"mężczyźni";"2020";21854;"osoba";"";
1803011;"Dębica (1)";"ogółem";"kobiety";"2020";23335;"osoba";"";
1803023;"Brzostek (3)";"ogółem";"ogółem";"2020";12944;"osoba";"";
1803023;"Brzostek (3)";"ogółem";"mężczyźni";"2020";6479;"osoba";"";
1803023;"Brzostek (3)";"ogółem";"kobiety";"2020";6465;"osoba";"";
1803032;"Czarna (2)";"ogółem";"ogółem";"2020";13158;"osoba";"";
1803032;"Czarna (2)";"ogółem";"mężczyźni";"2020";6557;"osoba";"";
1803032;"Czarna (2)";"ogółem";"kobiety";"2020";6601;"osoba";"";
1803042;"Dębica (2)";"ogółem";"ogółem";"2020";25880;"osoba";"";
1803042;"Dębica (2)";"ogółem";"mężczyźni";"2020";12852;"osoba";"";
1803042;"Dębica (2)";"ogółem";"kobiety";"2020";13028;"osoba";"";
1803052;"Jodłowa (2)";"ogółem";"ogółem";"2020";5310;"osoba";"";
1803052;"Jodłowa (2)";"ogółem";"mężczyźni";"2020";2699;"osoba";"";
1803052;"Jodłowa (2)";"ogółem";"kobiety";"2020";2611;"osoba";"";
1803063;"Pilzno (3)";"ogółem";"ogółem";"2020";18233;"osoba";"";
1803063;"Pilzno (3)";"ogółem";"mężczyźni";"2020";9059;"osoba";"";
1803063;"Pilzno (3)";"ogółem";"kobiety";"2020";9174;"osoba";"";
1803072;"Żyraków (2)";"ogółem";"ogółem";"2020";14277;"osoba";"";
1803072;"Żyraków (2)";"ogółem";"mężczyźni";"2020";7149;"osoba";"";
1803072;"Żyraków (2)";"ogółem";"kobiety";"2020";7128;"osoba";"";
1804011;"Jarosław (1)";"ogółem";"ogółem";"2020";37073;"osoba";"";
1804011;"Jarosław (1)";"ogółem";"mężczyźni";"2020";17382;"osoba";"";
1804011;"Jarosław (1)";"ogółem";"kobiety";"2020";19691;"osoba";"";
1804021;"Radymno (1)";"ogółem";"ogółem";"2020";5214;"osoba";"";
1804021;"Radymno (1)";"ogółem";"mężczyźni";"2020";2570;"osoba";"";
1804021;"Radymno (1)";"ogółem";"kobiety";"2020";2644;"osoba";"";
