"Kod";"Nazwa";"Lokalizacja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1206152;"Wielka Wieś (2)";"ogółem";"2020";45;"-";"";
1206162;"Zabierzów (2)";"ogółem";"2020";76;"-";"";
1206172;"Zielonki (2)";"ogółem";"2020";70;"-";"";
1207011;"Limanowa (1)";"ogółem";"2020";74;"-";"";
1207021;"Mszana Dolna (1)";"ogółem";"2020";39;"-";"";
1207032;"Dobra (2)";"ogółem";"2020";41;"-";"";
1207042;"Jodłownik (2)";"ogółem";"2020";47;"-";"";
1207052;"Kamienica (2)";"ogółem";"2020";42;"-";"";
1207062;"Laskowa (2)";"ogółem";"2020";41;"-";"";
1207072;"Limanowa (2)";"ogółem";"2020";107;"-";"";
1207082;"Łukowica (2)";"ogółem";"2020";39;"-";"";
1207092;"Mszana Dolna (2)";"ogółem";"2020";85;"-";"";
1207102;"Niedźwiedź (2)";"ogółem";"2020";45;"-";"";
1207112;"Słopnice (2)";"ogółem";"2020";38;"-";"";
1207122;"Tymbark (2)";"ogółem";"2020";32;"-";"";
1208012;"Charsznica (2)";"ogółem";"2020";27;"-";"";
1208022;"Gołcza (2)";"ogółem";"2020";22;"-";"";
1208032;"Kozłów (2)";"ogółem";"2020";13;"-";"";
1208042;"Książ Wielki (2)";"ogółem";"2020";11;"-";"";
1208053;"Miechów (3)";"ogółem";"2020";78;"-";"";
1208062;"Racławice (2)";"ogółem";"2020";15;"-";"";
1208072;"Słaboszów (2)";"ogółem";"2020";12;"-";"";
1209013;"Dobczyce (3)";"ogółem";"2020";70;"-";"";
1209022;"Lubień (2)";"ogółem";"2020";45;"-";"";
1209033;"Myślenice (3)";"ogółem";"2020";199;"-";"";
1209042;"Pcim (2)";"ogółem";"2020";55;"-";"";
1209052;"Raciechowice (2)";"ogółem";"2020";34;"-";"";
1209062;"Siepraw (2)";"ogółem";"2020";26;"-";"";
1209073;"Sułkowice (3)";"ogółem";"2020";62;"-";"";
1209082;"Tokarnia (2)";"ogółem";"2020";32;"-";"";
1209092;"Wiśniowa (2)";"ogółem";"2020";36;"-";"";
1210011;"Grybów (1)";"ogółem";"2020";33;"-";"";
1210022;"Chełmiec (2)";"ogółem";"2020";130;"-";"";
1210032;"Gródek nad Dunajcem (2)";"ogółem";"2020";53;"-";"";
1210042;"Grybów (2)";"ogółem";"2020";117;"-";"";
1210052;"Kamionka Wielka (2)";"ogółem";"2020";55;"-";"";
1210062;"Korzenna (2)";"ogółem";"2020";72;"-";"";
1210073;"Krynica-Zdrój (3)";"ogółem";"2020";54;"-";"";
1210082;"Łabowa (2)";"ogółem";"2020";25;"-";"";
1210092;"Łącko (2)";"ogółem";"2020";94;"-";"";
1210102;"Łososina Dolna (2)";"ogółem";"2020";58;"-";"";
1210113;"Muszyna (3)";"ogółem";"2020";38;"-";"";
1210122;"Nawojowa (2)";"ogółem";"2020";28;"-";"";
1210133;"Piwniczna-Zdrój (3)";"ogółem";"2020";49;"-";"";
1210142;"Podegrodzie (2)";"ogółem";"2020";58;"-";"";
1210152;"Rytro (2)";"ogółem";"2020";14;"-";"";
1210163;"Stary Sącz (3)";"ogółem";"2020";117;"-";"";
1211011;"Nowy Targ (1)";"ogółem";"2020";113;"-";"";
1211023;"Szczawnica (3)";"ogółem";"2020";27;"-";"";
1211032;"Czarny Dunajec (2)";"ogółem";"2020";94;"-";"";
1211042;"Czorsztyn (2)";"ogółem";"2020";27;"-";"";
1211052;"Jabłonka (2)";"ogółem";"2020";82;"-";"";
1211062;"Krościenko nad Dunajcem (2)";"ogółem";"2020";22;"-";"";
1211072;"Lipnica Wielka (2)";"ogółem";"2020";26;"-";"";
1211082;"Łapsze Niżne (2)";"ogółem";"2020";27;"-";"";
1211092;"Nowy Targ (2)";"ogółem";"2020";102;"-";"";
1211102;"Ochotnica Dolna (2)";"ogółem";"2020";48;"-";"";
1211112;"Raba Wyżna (2)";"ogółem";"2020";75;"-";"";
1211123;"Rabka-Zdrój (3)";"ogółem";"2020";54;"-";"";
1211132;"Spytkowice (2)";"ogółem";"2020";6;"-";"";
1211142;"Szaflary (2)";"ogółem";"2020";36;"-";"";
1212011;"Bukowno (1)";"ogółem";"2020";48;"-";"";
1212032;"Bolesław (2)";"ogółem";"2020";23;"-";"";
1212042;"Klucze (2)";"ogółem";"2020";68;"-";"";
1212053;"Olkusz (3)";"ogółem";"2020";154;"-";"";
1212062;"Trzyciąż (2)";"ogółem";"2020";20;"-";"";
1212073;"Wolbrom (3)";"ogółem";"2020";95;"-";"";
1213011;"Oświęcim (1)";"ogółem";"2020";152;"-";"";
1213023;"Brzeszcze (3)";"ogółem";"2020";79;"-";"";
1213033;"Chełmek (3)";"ogółem";"2020";52;"-";"";
1213043;"Kęty (3)";"ogółem";"2020";134;"-";"";
1213052;"Osiek (2)";"ogółem";"2020";27;"-";"";
1213062;"Oświęcim (2)";"ogółem";"2020";50;"-";"";
1213072;"Polanka Wielka (2)";"ogółem";"2020";20;"-";"";
1213082;"Przeciszów (2)";"ogółem";"2020";19;"-";"";
1213093;"Zator (3)";"ogółem";"2020";48;"-";"";
1214012;"Koniusza (2)";"ogółem";"2020";34;"-";"";
1214023;"Koszyce (3)";"ogółem";"2020";18;"-";"";
1214033;"Nowe Brzesko (3)";"ogółem";"2020";27;"-";"";
1214042;"Pałecznica (2)";"ogółem";"2020";19;"-";"";
1214053;"Proszowice (3)";"ogółem";"2020";67;"-";"";
1214062;"Radziemice (2)";"ogółem";"2020";18;"-";"";
1215011;"Jordanów (1)";"ogółem";"2020";17;"-";"";
1215021;"Sucha Beskidzka (1)";"ogółem";"2020";41;"-";"";
1215032;"Budzów (2)";"ogółem";"2020";35;"-";"";
1215042;"Bystra-Sidzina (2)";"ogółem";"2020";26;"-";"";
1215052;"Jordanów (2)";"ogółem";"2020";52;"-";"";
1215063;"Maków Podhalański (3)";"ogółem";"2020";71;"-";"";
1215072;"Stryszawa (2)";"ogółem";"2020";53;"-";"";
1215082;"Zawoja (2)";"ogółem";"2020";47;"-";"";
1215092;"Zembrzyce (2)";"ogółem";"2020";30;"-";"";
1216013;"Ciężkowice (3)";"ogółem";"2020";52;"-";"";
1216022;"Gromnik (2)";"ogółem";"2020";43;"-";"";
1216032;"Lisia Góra (2)";"ogółem";"2020";77;"-";"";
1216042;"Pleśna (2)";"ogółem";"2020";53;"-";"";
1216053;"Radłów (3)";"ogółem";"2020";40;"-";"";
1216063;"Ryglice (3)";"ogółem";"2020";47;"-";"";
1216072;"Rzepiennik Strzyżewski (2)";"ogółem";"2020";27;"-";"";
1216082;"Skrzyszów (2)";"ogółem";"2020";62;"-";"";
1216092;"Tarnów (2)";"ogółem";"2020";97;"-";"";
1216103;"Tuchów (3)";"ogółem";"2020";67;"-";"";
1216112;"Wierzchosławice (2)";"ogółem";"2020";26;"-";"";
1216122;"Wietrzychowice (2)";"ogółem";"2020";15;"-";"";
1216133;"Wojnicz (3)";"ogółem";"2020";69;"-";"";
1216143;"Zakliczyn (3)";"ogółem";"2020";57;"-";"";
1216153;"Żabno (3)";"ogółem";"2020";61;"-";"";
1216162;"Szerzyny (2)";"ogółem";"2020";30;"-";"";
1217011;"Zakopane (1)";"ogółem";"2020";92;"-";"";
1217022;"Biały Dunajec (2)";"ogółem";"2020";30;"-";"";
1217032;"Bukowina Tatrzańska (2)";"ogółem";"2020";54;"-";"";
1217042;"Kościelisko (2)";"ogółem";"2020";27;"-";"";
1217052;"Poronin (2)";"ogółem";"2020";49;"-";"";
1218013;"Andrychów (3)";"ogółem";"2020";131;"-";"";
1218022;"Brzeźnica (2)";"ogółem";"2020";43;"-";"";
1218033;"Kalwaria Zebrzydowska (3)";"ogółem";"2020";68;"-";"";
1218042;"Lanckorona (2)";"ogółem";"2020";28;"-";"";
1218052;"Mucharz (2)";"ogółem";"2020";21;"-";"";
1218062;"Spytkowice (2)";"ogółem";"2020";65;"-";"";
1218072;"Stryszów (2)";"ogółem";"2020";27;"-";"";
1218082;"Tomice (2)";"ogółem";"2020";31;"-";"";
1218093;"Wadowice (3)";"ogółem";"2020";144;"-";"";
1218102;"Wieprz (2)";"ogółem";"2020";57;"-";"";
1219012;"Biskupice (2)";"ogółem";"2020";33;"-";"";
1219022;"Gdów (2)";"ogółem";"2020";69;"-";"";
1219032;"Kłaj (2)";"ogółem";"2020";43;"-";"";
1219043;"Niepołomice (3)";"ogółem";"2020";123;"-";"";
1219053;"Wieliczka (3)";"ogółem";"2020";234;"-";"";
1261011;"Kraków (1)";"ogółem";"2020";4021;"-";"";
1262011;"Nowy Sącz (1)";"ogółem";"2020";323;"-";"";
1263011;"Tarnów (1)";"ogółem";"2020";372;"-";"";
1401013;"Białobrzegi (3)";"ogółem";"2020";52;"-";"";
1401022;"Promna (2)";"ogółem";"2020";28;"-";"";
1401032;"Radzanów (2)";"ogółem";"2020";16;"-";"";
1401042;"Stara Błotnica (2)";"ogółem";"2020";28;"-";"";
1401052;"Stromiec (2)";"ogółem";"2020";18;"-";"";
1401063;"Wyśmierzyce (3)";"ogółem";"2020";18;"-";"";
1402011;"Ciechanów (1)";"ogółem";"2020";169;"-";"";
1402022;"Ciechanów (2)";"ogółem";"2020";25;"-";"";
1402033;"Glinojeck (3)";"ogółem";"2020";42;"-";"";
1402042;"Gołymin-Ośrodek (2)";"ogółem";"2020";16;"-";"";
1402052;"Grudusk (2)";"ogółem";"2020";17;"-";"";
1402062;"Ojrzeń (2)";"ogółem";"2020";17;"-";"";
1402072;"Opinogóra Górna (2)";"ogółem";"2020";31;"-";"";
1402082;"Regimin (2)";"ogółem";"2020";17;"-";"";
1402092;"Sońsk (2)";"ogółem";"2020";33;"-";"";
1403011;"Garwolin (1)";"ogółem";"2020";80;"-";"";
1403021;"Łaskarzew (1)";"ogółem";"2020";21;"-";"";
1403032;"Borowie (2)";"ogółem";"2020";28;"-";"";
1403042;"Garwolin (2)";"ogółem";"2020";29;"-";"";
1403052;"Górzno (2)";"ogółem";"2020";14;"-";"";
1403062;"Łaskarzew (2)";"ogółem";"2020";20;"-";"";
1403072;"Maciejowice (2)";"ogółem";"2020";43;"-";"";
1403082;"Miastków Kościelny (2)";"ogółem";"2020";22;"-";"";
1403092;"Parysów (2)";"ogółem";"2020";17;"-";"";
1403103;"Pilawa (3)";"ogółem";"2020";41;"-";"";
1403112;"Sobolew (2)";"ogółem";"2020";40;"-";"";
1403122;"Trojanów (2)";"ogółem";"2020";33;"-";"";
1403132;"Wilga (2)";"ogółem";"2020";19;"-";"";
1403143;"Żelechów (3)";"ogółem";"2020";43;"-";"";
1404011;"Gostynin (1)";"ogółem";"2020";70;"-";"";
1404022;"Gostynin (2)";"ogółem";"2020";41;"-";"";
1404032;"Pacyna (2)";"ogółem";"2020";9;"-";"";
1404043;"Sanniki (3)";"ogółem";"2020";24;"-";"";
1404052;"Szczawin Kościelny (2)";"ogółem";"2020";14;"-";"";
1405011;"Milanówek (1)";"ogółem";"2020";62;"-";"";
1405021;"Podkowa Leśna (1)";"ogółem";"2020";12;"-";"";
1405032;"Baranów (2)";"ogółem";"2020";17;"-";"";
1405043;"Grodzisk Mazowiecki (3)";"ogółem";"2020";236;"-";"";
1405052;"Jaktorów (2)";"ogółem";"2020";40;"-";"";
1405062;"Żabia Wola (2)";"ogółem";"2020";31;"-";"";
1406012;"Belsk Duży (2)";"ogółem";"2020";25;"-";"";
1406022;"Błędów (2)";"ogółem";"2020";30;"-";"";
1406032;"Chynów (2)";"ogółem";"2020";36;"-";"";
1406042;"Goszczyn (2)";"ogółem";"2020";11;"-";"";
1406053;"Grójec (3)";"ogółem";"2020";119;"-";"";
1406062;"Jasieniec (2)";"ogółem";"2020";28;"-";"";
1406073;"Mogielnica (3)";"ogółem";"2020";41;"-";"";
1406083;"Nowe Miasto nad Pilicą (3)";"ogółem";"2020";37;"-";"";
1406092;"Pniewy (2)";"ogółem";"2020";26;"-";"";
1406113;"Warka (3)";"ogółem";"2020";77;"-";"";
1407012;"Garbatka-Letnisko (2)";"ogółem";"2020";23;"-";"";
1407022;"Głowaczów (2)";"ogółem";"2020";31;"-";"";
1407032;"Gniewoszów (2)";"ogółem";"2020";12;"-";"";
1407042;"Grabów nad Pilicą (2)";"ogółem";"2020";23;"-";"";
1407053;"Kozienice (3)";"ogółem";"2020";85;"-";"";
1407062;"Magnuszew (2)";"ogółem";"2020";23;"-";"";
1407072;"Sieciechów (2)";"ogółem";"2020";22;"-";"";
1408011;"Legionowo (1)";"ogółem";"2020";190;"-";"";
1408022;"Jabłonna (2)";"ogółem";"2020";83;"-";"";
1408032;"Nieporęt (2)";"ogółem";"2020";43;"-";"";
1408043;"Serock (3)";"ogółem";"2020";65;"-";"";
1408052;"Wieliszew (2)";"ogółem";"2020";66;"-";"";
1409012;"Chotcza (2)";"ogółem";"2020";11;"-";"";
1409022;"Ciepielów (2)";"ogółem";"2020";24;"-";"";
1409033;"Lipsko (3)";"ogółem";"2020";31;"-";"";
1409042;"Rzeczniów (2)";"ogółem";"2020";12;"-";"";
1409052;"Sienno (2)";"ogółem";"2020";18;"-";"";
1409062;"Solec nad Wisłą (2)";"ogółem";"2020";16;"-";"";
1410012;"Huszlew (2)";"ogółem";"2020";15;"-";"";
1410023;"Łosice (3)";"ogółem";"2020";27;"-";"";
1410032;"Olszanka (2)";"ogółem";"2020";17;"-";"";
1410042;"Platerów (2)";"ogółem";"2020";25;"-";"";
1410052;"Sarnaki (2)";"ogółem";"2020";25;"-";"";
1410062;"Stara Kornica (2)";"ogółem";"2020";18;"-";"";
1411011;"Maków Mazowiecki (1)";"ogółem";"2020";32;"-";"";
1411022;"Czerwonka (2)";"ogółem";"2020";13;"-";"";
1411032;"Karniewo (2)";"ogółem";"2020";14;"-";"";
1411042;"Krasnosielc (2)";"ogółem";"2020";24;"-";"";
1411052;"Młynarze (2)";"ogółem";"2020";8;"-";"";
1411062;"Płoniawy-Bramura (2)";"ogółem";"2020";16;"-";"";
1411073;"Różan (3)";"ogółem";"2020";13;"-";"";
1411082;"Rzewnie (2)";"ogółem";"2020";6;"-";"";
1411092;"Sypniewo (2)";"ogółem";"2020";7;"-";"";
1411102;"Szelków (2)";"ogółem";"2020";15;"-";"";
1412011;"Mińsk Mazowiecki (1)";"ogółem";"2020";169;"-";"";
1412042;"Cegłów (2)";"ogółem";"2020";26;"-";"";
1412052;"Dębe Wielkie (2)";"ogółem";"2020";44;"-";"";
1412062;"Dobre (2)";"ogółem";"2020";24;"-";"";
1412073;"Halinów (3)";"ogółem";"2020";50;"-";"";
1412082;"Jakubów (2)";"ogółem";"2020";27;"-";"";
1412093;"Kałuszyn (3)";"ogółem";"2020";18;"-";"";
1412102;"Latowicz (2)";"ogółem";"2020";31;"-";"";
1412112;"Mińsk Mazowiecki (2)";"ogółem";"2020";61;"-";"";
1412123;"Mrozy (3)";"ogółem";"2020";30;"-";"";
1412132;"Siennica (2)";"ogółem";"2020";32;"-";"";
1412142;"Stanisławów (2)";"ogółem";"2020";38;"-";"";
1412151;"Sulejówek (1)";"ogółem";"2020";59;"-";"";
1413011;"Mława (1)";"ogółem";"2020";115;"-";"";
1413022;"Dzierzgowo (2)";"ogółem";"2020";12;"-";"";
1413032;"Lipowiec Kościelny (2)";"ogółem";"2020";16;"-";"";
1413042;"Radzanów (2)";"ogółem";"2020";15;"-";"";
1413052;"Strzegowo (2)";"ogółem";"2020";28;"-";"";
1413062;"Stupsk (2)";"ogółem";"2020";16;"-";"";
1413072;"Szreńsk (2)";"ogółem";"2020";23;"-";"";
1413082;"Szydłowo (2)";"ogółem";"2020";15;"-";"";
1413092;"Wieczfnia Kościelna (2)";"ogółem";"2020";16;"-";"";
1413102;"Wiśniewo (2)";"ogółem";"2020";18;"-";"";
1414011;"Nowy Dwór Mazowiecki (1)";"ogółem";"2020";141;"-";"";
1414022;"Czosnów (2)";"ogółem";"2020";38;"-";"";
1414032;"Leoncin (2)";"ogółem";"2020";34;"-";"";
1414043;"Nasielsk (3)";"ogółem";"2020";73;"-";"";
1414052;"Pomiechówek (2)";"ogółem";"2020";26;"-";"";
1414063;"Zakroczym (3)";"ogółem";"2020";21;"-";"";
1415012;"Baranowo (2)";"ogółem";"2020";26;"-";"";
1415022;"Czarnia (2)";"ogółem";"2020";12;"-";"";
1415032;"Czerwin (2)";"ogółem";"2020";19;"-";"";
1415042;"Goworowo (2)";"ogółem";"2020";30;"-";"";
1415052;"Kadzidło (2)";"ogółem";"2020";53;"-";"";
1415062;"Lelis (2)";"ogółem";"2020";34;"-";"";
1415072;"Łyse (2)";"ogółem";"2020";46;"-";"";
1415083;"Myszyniec (3)";"ogółem";"2020";57;"-";"";
1415092;"Olszewo-Borki (2)";"ogółem";"2020";47;"-";"";
1415102;"Rzekuń (2)";"ogółem";"2020";52;"-";"";
1415112;"Troszyn (2)";"ogółem";"2020";15;"-";"";
1416011;"Ostrów Mazowiecka (1)";"ogółem";"2020";66;"-";"";
1416022;"Andrzejewo (2)";"ogółem";"2020";15;"-";"";
1416032;"Boguty-Pianki (2)";"ogółem";"2020";14;"-";"";
1416043;"Brok (3)";"ogółem";"2020";10;"-";"";
1416052;"Małkinia Górna (2)";"ogółem";"2020";45;"-";"";
1416062;"Nur (2)";"ogółem";"2020";8;"-";"";
1416072;"Ostrów Mazowiecka (2)";"ogółem";"2020";71;"-";"";
1416082;"Stary Lubotyń (2)";"ogółem";"2020";19;"-";"";
1416092;"Szulborze Wielkie (2)";"ogółem";"2020";7;"-";"";
1416102;"Wąsewo (2)";"ogółem";"2020";14;"-";"";
1416112;"Zaręby Kościelne (2)";"ogółem";"2020";15;"-";"";
1417011;"Józefów (1)";"ogółem";"2020";61;"-";"";
1417021;"Otwock (1)";"ogółem";"2020";139;"-";"";
1417032;"Celestynów (2)";"ogółem";"2020";31;"-";"";
1417043;"Karczew (3)";"ogółem";"2020";49;"-";"";
1417052;"Kołbiel (2)";"ogółem";"2020";22;"-";"";
1417062;"Osieck (2)";"ogółem";"2020";14;"-";"";
1417072;"Sobienie-Jeziory (2)";"ogółem";"2020";29;"-";"";
1417082;"Wiązowna (2)";"ogółem";"2020";48;"-";"";
1418013;"Góra Kalwaria (3)";"ogółem";"2020";103;"-";"";
1418023;"Konstancin-Jeziorna (3)";"ogółem";"2020";85;"-";"";
1418032;"Lesznowola (2)";"ogółem";"2020";106;"-";"";
1418043;"Piaseczno (3)";"ogółem";"2020";267;"-";"";
1418052;"Prażmów (2)";"ogółem";"2020";34;"-";"";
1418063;"Tarczyn (3)";"ogółem";"2020";44;"-";"";
1419012;"Bielsk (2)";"ogółem";"2020";33;"-";"";
1419022;"Bodzanów (2)";"ogółem";"2020";42;"-";"";
1419032;"Brudzeń Duży (2)";"ogółem";"2020";35;"-";"";
1419042;"Bulkowo (2)";"ogółem";"2020";46;"-";"";
1419053;"Drobin (3)";"ogółem";"2020";33;"-";"";
1419063;"Gąbin (3)";"ogółem";"2020";50;"-";"";
1419072;"Łąck (2)";"ogółem";"2020";16;"-";"";
1419082;"Mała Wieś (2)";"ogółem";"2020";31;"-";"";
1419092;"Nowy Duninów (2)";"ogółem";"2020";13;"-";"";
1419102;"Radzanowo (2)";"ogółem";"2020";22;"-";"";
1419112;"Słubice (2)";"ogółem";"2020";18;"-";"";
1419122;"Słupno (2)";"ogółem";"2020";17;"-";"";
1419132;"Stara Biała (2)";"ogółem";"2020";43;"-";"";
1419142;"Staroźreby (2)";"ogółem";"2020";28;"-";"";
1419153;"Wyszogród (3)";"ogółem";"2020";13;"-";"";
1420011;"Płońsk (1)";"ogółem";"2020";65;"-";"";
1420021;"Raciąż (1)";"ogółem";"2020";16;"-";"";
1420032;"Baboszewo (2)";"ogółem";"2020";27;"-";"";
1420043;"Czerwińsk nad Wisłą (3)";"ogółem";"2020";36;"-";"";
1420052;"Dzierzążnia (2)";"ogółem";"2020";13;"-";"";
1420062;"Joniec (2)";"ogółem";"2020";5;"-";"";
1420072;"Naruszewo (2)";"ogółem";"2020";27;"-";"";
1420082;"Nowe Miasto (2)";"ogółem";"2020";19;"-";"";
1420092;"Płońsk (2)";"ogółem";"2020";18;"-";"";
1420102;"Raciąż (2)";"ogółem";"2020";28;"-";"";
1420112;"Sochocin (2)";"ogółem";"2020";23;"-";"";
1420122;"Załuski (2)";"ogółem";"2020";29;"-";"";
1421011;"Piastów (1)";"ogółem";"2020";79;"-";"";
1421021;"Pruszków (1)";"ogółem";"2020";236;"-";"";
1421033;"Brwinów (3)";"ogółem";"2020";95;"-";"";
1421042;"Michałowice (2)";"ogółem";"2020";49;"-";"";
1421052;"Nadarzyn (2)";"ogółem";"2020";69;"-";"";
1421062;"Raszyn (2)";"ogółem";"2020";75;"-";"";
1422011;"Przasnysz (1)";"ogółem";"2020";80;"-";"";
1422023;"Chorzele (3)";"ogółem";"2020";48;"-";"";
1422032;"Czernice Borowe (2)";"ogółem";"2020";21;"-";"";
1422042;"Jednorożec (2)";"ogółem";"2020";32;"-";"";
1422052;"Krasne (2)";"ogółem";"2020";14;"-";"";
1422062;"Krzynowłoga Mała (2)";"ogółem";"2020";15;"-";"";
1422072;"Przasnysz (2)";"ogółem";"2020";25;"-";"";
1423012;"Borkowice (2)";"ogółem";"2020";17;"-";"";
1423022;"Gielniów (2)";"ogółem";"2020";21;"-";"";
1423032;"Klwów (2)";"ogółem";"2020";10;"-";"";
1423042;"Odrzywół (2)";"ogółem";"2020";16;"-";"";
1423052;"Potworów (2)";"ogółem";"2020";25;"-";"";
1423063;"Przysucha (3)";"ogółem";"2020";39;"-";"";
1423072;"Rusinów (2)";"ogółem";"2020";17;"-";"";
1423082;"Wieniawa (2)";"ogółem";"2020";24;"-";"";
1424012;"Gzy (2)";"ogółem";"2020";22;"-";"";
1424022;"Obryte (2)";"ogółem";"2020";18;"-";"";
1424032;"Pokrzywnica (2)";"ogółem";"2020";20;"-";"";
1424043;"Pułtusk (3)";"ogółem";"2020";93;"-";"";
1424052;"Świercze (2)";"ogółem";"2020";22;"-";"";
1424062;"Winnica (2)";"ogółem";"2020";11;"-";"";
1424072;"Zatory (2)";"ogółem";"2020";26;"-";"";
1425011;"Pionki (1)";"ogółem";"2020";50;"-";"";
1425022;"Gózd (2)";"ogółem";"2020";50;"-";"";
1425033;"Iłża (3)";"ogółem";"2020";74;"-";"";
1425042;"Jastrzębia (2)";"ogółem";"2020";40;"-";"";
1425052;"Jedlińsk (2)";"ogółem";"2020";68;"-";"";
1425062;"Jedlnia-Letnisko (2)";"ogółem";"2020";37;"-";"";
1425072;"Kowala (2)";"ogółem";"2020";36;"-";"";
1425082;"Pionki (2)";"ogółem";"2020";28;"-";"";
1425092;"Przytyk (2)";"ogółem";"2020";29;"-";"";
1425103;"Skaryszew (3)";"ogółem";"2020";56;"-";"";
1425112;"Wierzbica (2)";"ogółem";"2020";32;"-";"";
1425122;"Wolanów (2)";"ogółem";"2020";34;"-";"";
1425132;"Zakrzew (2)";"ogółem";"2020";42;"-";"";
1426012;"Domanice (2)";"ogółem";"2020";13;"-";"";
1426022;"Korczew (2)";"ogółem";"2020";5;"-";"";
1426032;"Kotuń (2)";"ogółem";"2020";32;"-";"";
1426042;"Mokobody (2)";"ogółem";"2020";27;"-";"";
1426053;"Mordy (3)";"ogółem";"2020";17;"-";"";
1426062;"Paprotnia (2)";"ogółem";"2020";8;"-";"";
1426072;"Przesmyki (2)";"ogółem";"2020";19;"-";"";
1426082;"Siedlce (2)";"ogółem";"2020";65;"-";"";
1426092;"Skórzec (2)";"ogółem";"2020";39;"-";"";
1426102;"Suchożebry (2)";"ogółem";"2020";30;"-";"";
1426112;"Wiśniew (2)";"ogółem";"2020";26;"-";"";
1426122;"Wodynie (2)";"ogółem";"2020";30;"-";"";
1426132;"Zbuczyn (2)";"ogółem";"2020";63;"-";"";
1427011;"Sierpc (1)";"ogółem";"2020";47;"-";"";
1427022;"Gozdowo (2)";"ogółem";"2020";18;"-";"";
1427032;"Mochowo (2)";"ogółem";"2020";34;"-";"";
1427042;"Rościszewo (2)";"ogółem";"2020";26;"-";"";
1427052;"Sierpc (2)";"ogółem";"2020";26;"-";"";
1427062;"Szczutowo (2)";"ogółem";"2020";16;"-";"";
1427072;"Zawidz (2)";"ogółem";"2020";24;"-";"";
1428011;"Sochaczew (1)";"ogółem";"2020";181;"-";"";
1428022;"Brochów (2)";"ogółem";"2020";15;"-";"";
1428032;"Iłów (2)";"ogółem";"2020";21;"-";"";
1428042;"Młodzieszyn (2)";"ogółem";"2020";26;"-";"";
1428052;"Nowa Sucha (2)";"ogółem";"2020";29;"-";"";
1428062;"Rybno (2)";"ogółem";"2020";13;"-";"";
1428072;"Sochaczew (2)";"ogółem";"2020";44;"-";"";
1428082;"Teresin (2)";"ogółem";"2020";40;"-";"";
1429011;"Sokołów Podlaski (1)";"ogółem";"2020";62;"-";"";
1429022;"Bielany (2)";"ogółem";"2020";10;"-";"";
1429032;"Ceranów (2)";"ogółem";"2020";13;"-";"";
1429042;"Jabłonna Lacka (2)";"ogółem";"2020";18;"-";"";
1429053;"Kosów Lacki (3)";"ogółem";"2020";37;"-";"";
1429062;"Repki (2)";"ogółem";"2020";27;"-";"";
1429072;"Sabnie (2)";"ogółem";"2020";9;"-";"";
1429082;"Sokołów Podlaski (2)";"ogółem";"2020";30;"-";"";
1429092;"Sterdyń (2)";"ogółem";"2020";16;"-";"";
1430012;"Chlewiska (2)";"ogółem";"2020";20;"-";"";
1430022;"Jastrząb (2)";"ogółem";"2020";25;"-";"";
1430032;"Mirów (2)";"ogółem";"2020";19;"-";"";
1430042;"Orońsko (2)";"ogółem";"2020";25;"-";"";
1430053;"Szydłowiec (3)";"ogółem";"2020";67;"-";"";
1432013;"Błonie (3)";"ogółem";"2020";78;"-";"";
1432022;"Izabelin (2)";"ogółem";"2020";38;"-";"";
1432032;"Kampinos (2)";"ogółem";"2020";11;"-";"";
1432042;"Leszno (2)";"ogółem";"2020";40;"-";"";
1432053;"Łomianki (3)";"ogółem";"2020";120;"-";"";
1432063;"Ożarów Mazowiecki (3)";"ogółem";"2020";99;"-";"";
1432072;"Stare Babice (2)";"ogółem";"2020";86;"-";"";
1433011;"Węgrów (1)";"ogółem";"2020";32;"-";"";
1433022;"Grębków (2)";"ogółem";"2020";18;"-";"";
1433032;"Korytnica (2)";"ogółem";"2020";22;"-";"";
1433042;"Liw (2)";"ogółem";"2020";31;"-";"";
1433053;"Łochów (3)";"ogółem";"2020";60;"-";"";
1433062;"Miedzna (2)";"ogółem";"2020";9;"-";"";
1433072;"Sadowne (2)";"ogółem";"2020";20;"-";"";
1433082;"Stoczek (2)";"ogółem";"2020";14;"-";"";
1433092;"Wierzbno (2)";"ogółem";"2020";9;"-";"";
1434011;"Kobyłka (1)";"ogółem";"2020";122;"-";"";
1434021;"Marki (1)";"ogółem";"2020";144;"-";"";
1434031;"Ząbki (1)";"ogółem";"2020";171;"-";"";
1434041;"Zielonka (1)";"ogółem";"2020";56;"-";"";
1434052;"Dąbrówka (2)";"ogółem";"2020";29;"-";"";
1434062;"Jadów (2)";"ogółem";"2020";29;"-";"";
1434072;"Klembów (2)";"ogółem";"2020";41;"-";"";
1434082;"Poświętne (2)";"ogółem";"2020";22;"-";"";
1434093;"Radzymin (3)";"ogółem";"2020";98;"-";"";
1434102;"Strachówka (2)";"ogółem";"2020";11;"-";"";
1434113;"Tłuszcz (3)";"ogółem";"2020";89;"-";"";
1434123;"Wołomin (3)";"ogółem";"2020";202;"-";"";
1435012;"Brańszczyk (2)";"ogółem";"2020";33;"-";"";
1435022;"Długosiodło (2)";"ogółem";"2020";34;"-";"";
1435032;"Rząśnik (2)";"ogółem";"2020";27;"-";"";
1435042;"Somianka (2)";"ogółem";"2020";30;"-";"";
